Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty,Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Termination","Mounting Type","Package / Case","Lead Spacing","Size / Dimension","Height - Seated (Max)","Operating Temperature"
"https://www.tecategroup.com/products/data_sheet.php?i=TPL-10/10X30F","//media.digikey.com/Photos/TecateGroup/MFG_TPL-10-10X30F.jpg","2085-TPL-10/10X30F-ND","TPL-10/10X30F","Tecate Group","Tecate Group","CAP 10F -10% +20% 2.7V T/H","27,728","2.5","0","1","Bulk","TPL","Active","10 F","-10%, +20%","2.7 V","60mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.240"" (31.50mm)","-40°C ~ 85°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPL-0.5/8X12F","//media.digikey.com/Photos/TecateGroup/MFG_TPL-0.5_8X12F.jpg","2085-TPL-0.5/8X12F-ND","TPL-0.5/8X12F","Tecate Group","Tecate Group","CAP 500MF -10% +20% 2.7V T/H","4,025","2.5","0","1","Bulk","TPL","Active","500 mF","-10%, +20%","2.7 V","700mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.531"" (13.50mm)","-40°C ~ 85°C"
"//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/CPH3225A_CP3225A.pdf","//media.digikey.com/Renders/Seiko%20Instr%20Renders/CPH3225A%201210%20%283225%20Metric%29.jpg","728-1127-2-ND,728-1127-1-ND,728-1127-6-ND","CPH3225A","Seiko Instruments","Seiko Instruments","CAP 11MF 3.3V SURFACE MNT","24,398","2.5","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CPH3225A","Active","11 mF","-","3.3 V","-","-","SMD (SMT) Tabs","Surface Mount","1210 (3225 Metric)","-","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)","-"
"https://www.vishay.com/docs/28421/220edlc-enycap.pdf","//media.digikey.com/Photos/Vishay BC Photos/MFG_ENYCAP-220-EDLC-Series.jpg","56-MAL222031004E3-ND","MAL222031004E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 25F 2.7V 1000H","0","2.50109","0","750","Box","ENYCAP™ 220 EDLC","Active","25 F","-20%, +50%","2.7 V","15mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","0.787"" (20.00mm)","-40°C ~ 85°C"
"https://www.cde.com/resources/catalogs/DGH-series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DGH.JPG","1572-1768-ND","DGH505Q2R7","Illinois Capacitor","Illinois Capacitor","CAPACITOR 5F -10% +30% 2.7V TH","8,857","2.51","0","1","Bulk","DGH","Active","5 F","-10%, +30%","2.7 V","70mOhm","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.866"" (22.00mm)","-40°C ~ 65°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPL-5.0/10X20F","//media.digikey.com/Photos/TecateGroup/MFG_TPL-5.0-10X20F.jpg","2085-TPL-5.0/10X20F-ND","TPL-5.0/10X20F","Tecate Group","Tecate Group","CAP 5F -10% +20% 2.7V T/H","1,854","2.51","0","1","Bulk","TPL","Active","5 F","-10%, +20%","2.7 V","90mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.846"" (21.50mm)","-40°C ~ 85°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dz_e_p230-231.pdf","//media.digikey.com/photos/Elna%20America%20Photos/MFG_DZ%20SERIES%20radial.jpg","604-1034-ND","DZ-2R5D105T","Elna America","Elna America","CAP 1F -20% +80% 2.5V T/H","1,703","2.51","0","1","Bulk","DZ","Active","1 F","-20%, +80%","2.5 V","1Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.945"" (24.00mm)","-25°C ~ 70°C"
"http://datasheets.avx.com/AVX-SCC-3.0V.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCC-SHRK-WRP.jpg","478-11280-ND","SCCQ12E105PRB","AVX Corporation","AVX Corporation","CAPACITOR 1F 0% +100% 3V T/H","16","2.51","0","1","Bulk","SCC","Active","1 F","0%, +100%","3 V","240mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.091"" (2.30mm)","0.248"" Dia (6.30mm)","0.551"" (14.00mm)","-40°C ~ 65°C"
"https://www.vishay.com/docs/28449/225edlc-r-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2225XXXXXE3.jpg","56-MAL222551006E3-ND","MAL222551006E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 25F 2.7V 2000H","0","2.52537","0","750","Box","ENYCAP™ 225 EDLC-R","Active","25 F","-20%, +50%","2.7 V","16mOhm @ 1kHz","2000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.063"" (27.00mm)","-40°C ~ 85°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPL-11/10X30F","//media.digikey.com/Photos/TecateGroup/MFG_TPL-11_10X30F.jpg","2085-TPL-11/10X30F-ND","TPL-11/10X30F","Tecate Group","Tecate Group","CAP 11F -10% +20% 2.7V T/H","1,148","2.54","0","1","Bulk","TPL","Active","11 F","-10%, +20%","2.7 V","60mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.240"" (31.50mm)","-40°C ~ 85°C"
"https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-hv-supercapacitors-cylindrical-cells-data-sheet.pdf","//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV0820-2R7305-R.JPG","283-4197-ND","HV0820-2R7305-R","Eaton - Electronics Division","Eaton - Electronics Division","CAP 3F -10% +30% 2.7V T/H","8,621","2.54","0","1","Bulk","HV","Active","3 F","-10%, +30%","2.7 V","80mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.827"" (21.00mm)","-40°C ~ 65°C"
"https://api.kemet.com/component-edge/download/datasheet/FM0H223ZF.pdf","//media.digikey.com/photos/Kemet%20Photos/FM-Series.JPG","399-17200-ND","FM0H223ZF","KEMET","KEMET","CAP 22MF -20% +80% 5.5V T/H","957","2.54","0","1","Bulk","FM","Active","22 mF","-20%, +80%","5.5 V","200Ohm @ 1kHz","-","PC Pins","Through Hole","Radial","0.197"" (5.00mm)","0.413"" L x 0.197"" W (10.50mm x 5.00mm)","0.472"" (12.00mm)","-25°C ~ 70°C"
"https://www.cde.com/resources/catalogs/DGH-series.pdf","-","1572-DGH106Q2R7C-ND","DGH106Q2R7C","Illinois Capacitor","Illinois Capacitor","CAP EDLC 2.7V 10F TH","3,382","2.55","0","1","Bag","DGH","Active","10 F","-10%, +30%","2.7 V","40mOhm @ 1kHz","1500 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.063"" (27.00mm)","-40°C ~ 65°C"
"https://www.tecategroup.com/products/data_sheet.php?i=TPLH-2R7/4.0WR8X20","//media.digikey.com/Photos/TecateGroup/TPLH-2R7-4.0WR8X20.jpg","2085-TPLH-2R7/4.0WR8X20-ND","TPLH-2R7/4.0WR8X20","Tecate Group","Tecate Group","CAP 4F 2.7V THROUGH HOLE","2,444","2.55","0","1","Bulk","TPLH-2R7","Active","4 F","-","2.7 V","88mOhm @ 1kHz","1500 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
"http://nichicon-us.com/english/products/pdfs/e-jum.pdf","//media.digikey.com/photos/Nichicon%20Photos/JUMT1105MPD.JPG","493-3291-ND","JUMT1105MPD","Nichicon","Nichicon","CAP 1F 20% 2.7V T/H","0","2.55","0","1","Bulk","EVerCAP® JUM","Active","1 F","±20%","2.7 V","1.8Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.512"" (13.00mm)","-25°C ~ 70°C"
"https://datasheets.avx.com/AVX-SCM.pdf","-","478-SCMQ14D474PRTB0-ND","SCMQ14D474PRTB0","AVX Corporation","AVX Corporation","CYLINDRICAL SUPERCAP MODUL","0","2.56749","0","1944","Bulk","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"-","-","478-SCMQ14D474MRTB0-ND","SCMQ14D474MRTB0","AVX Corporation","AVX Corporation","CYLINDRICAL SUPERCAP MODUL","0","2.56749","0","1944","Bulk","*","Active","-","-","-","-","-","-","-","-","-","-","-","-"
"https://www.vishay.com/docs/28421/220edlc-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2220XXXXXE3.jpg","56-MAL222051004E3-ND","MAL222051004E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 25F 2.7V 1000H","0","2.56857","0","700","Box","ENYCAP™ 220 EDLC","Active","25 F","-20%, +50%","2.7 V","15mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","0.787"" (20.00mm)","-40°C ~ 85°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/ds_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg","604-1147-2-ND,604-1147-1-ND,604-1147-6-ND","DSK-3R3H204T614-H2L","Elna America","Elna America","CAP 200MF -20% +80% 3.3V SMD","0","2.57","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","DSK","Active","200 mF","-20%, +80%","3.3 V","200Ohm","1000 Hrs @ 60°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.268"" Dia (6.80mm)","0.071"" (1.80mm)","-10°C ~ 60°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dsk414_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg","604-1148-2-ND,604-1148-1-ND,604-1148-6-ND","DSK-3R3H703T414-HRL","Elna America","Elna America","CAP 70MF -20% +80% 3.3V SMD","824","2.58","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","DSK","Active","70 mF","-20%, +80%","3.3 V","100Ohm","500 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.189"" Dia (4.80mm)","0.085"" (2.16mm)","-10°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dsk414_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg","604-1165-2-ND,604-1165-1-ND,604-1165-6-ND","DSK-3R3H703T414-HLL","Elna America","Elna America","CAP 70MF -20% +80% 3.3V SMD","13,339","2.58","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","DSK","Active","70 mF","-20%, +80%","3.3 V","100Ohm","500 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.189"" Dia (4.80mm)","0.067"" (1.71mm)","-10°C ~ 70°C"
"https://www.vishay.com/docs/28449/225edlc-r-enycap.pdf","//media.digikey.com/Photos/Vishay BC Photos/MFG_ENYCAP-225-EDLC-R-Series.jpg","56-MAL222531006E3-ND","MAL222531006E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 25F 2.7V 2000H","0","2.59636","0","750","Box","ENYCAP™ 225 EDLC-R","Active","25 F","-20%, +50%","2.7 V","16mOhm @ 1kHz","2000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.063"" (27.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28362/196dlc.pdf","-","56-MAL219632334E3-ND","MAL219632334E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP 330MF -20% +80% 5.5V T/H","0","2.59788","0","2000","Tape & Reel (TR)","196 DLC","Active","330 mF","-20%, +80%","5.5 V","75Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can","0.197"" (5.00mm)","0.453"" Dia x 0.512"" L (11.50mm x 13.00mm)","-","-25°C ~ 70°C"
"http://www.illinoiscapacitor.com/pdf/seriesDocuments/DCN%20series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DCR-Series-less22mm.JPG","205DCN5R5M-ND","205DCN5R5M","Illinois Capacitor","Illinois Capacitor","CAP 2F 20% 5.5V T/H","0","2.61979","0","3000","Bulk","DCN","Active","2 F","±20%","5.5 V","300mOhm","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.610"" (15.50mm)","0.827"" L x 0.433"" W (21.00mm x 11.00mm)","0.984"" (25.00mm)","-40°C ~ 60°C"
"https://www.vishay.com/docs/28449/225edlc-r-enycap.pdf","//media.digikey.com/Photos/Vishay BC Photos/MFG_ENYCAP-225-EDLC-R-Series.jpg","56-MAL222531004E3-ND","MAL222531004E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 25F 2.7V 2000H","0","2.62252","0","750","Box","ENYCAP™ 225 EDLC-R","Active","25 F","-20%, +50%","2.7 V","15mOhm @ 1kHz","2000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","0.787"" (20.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28450/230edlc-hv-enycap.pdf","//media.digikey.com/Photos/Vishay BC Photos/MFG_ENYCAP-230-EDLC-HV-Series.jpg","56-MAL223051003E3-ND","MAL223051003E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 20F 3V 2000H","0","2.62999","0","750","Box","ENYCAP™ 230 EDLC-HV","Active","20 F","-20%, +50%","3 V","22mOhm @ 1kHz","2000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
"https://api.kemet.com/component-edge/download/datasheet/FM0H473ZF.pdf","//media.digikey.com/photos/Kemet%20Photos/FM-Series.JPG","399-13099-ND","FM0H473ZF","KEMET","KEMET","CAP 47MF -20% +80% 5.5V T/H","2,826","2.64","0","1","Bulk","FM","Active","47 mF","-20%, +80%","5.5 V","200Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial","0.197"" (5.00mm)","0.413"" L x 0.197"" W (10.50mm x 5.00mm)","0.453"" (11.50mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dx_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DXH%20SERIES.JPG","604-1021-ND","DX-5R5H473U","Elna America","Elna America","CAP 47MF -20% +80% 5.5V T/H","2,635","2.66","0","1","Bulk","DX","Active","47 mF","-20%, +80%","5.5 V","120Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.453"" Dia (11.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
"https://api.kemet.com/component-edge/download/datasheet/FM0V224ZF.pdf","//media.digikey.com/photos/Kemet%20Photos/FM-Series.JPG","399-13104-ND","FM0V224ZF","KEMET","KEMET","CAP 220MF -20% +80% 3.5V T/H","1,863","2.66","0","1","Bulk","FM","Active","220 mF","-20%, +80%","3.5 V","100Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial","0.197"" (5.00mm)","0.413"" L x 0.256"" W (10.50mm x 6.50mm)","0.453"" (11.50mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dx_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DXH%20SERIES.JPG","604-1022-ND","DX-5R5H104U","Elna America","Elna America","CAP 100MF -20% +80% 5.5V T/H","11,735","2.66","0","1","Bulk","DX","Active","100 mF","-20%, +80%","5.5 V","75Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.453"" Dia (11.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dx_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DX-5R5V334U.JPG","604-1031-ND","DX-5R5V224U","Elna America","Elna America","CAP 220MF -20% +80% 5.5V T/H","394","2.66","0","1","Bulk","DX","Active","220 mF","-20%, +80%","5.5 V","75Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.453"" Dia (11.50mm)","0.532"" (13.50mm)","-25°C ~ 70°C"
"http://datasheets.avx.com/AVX-SCC-3.0V.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCC-SHRK-WRP.jpg","478-11282-ND","SCCR16E205PRB","AVX Corporation","AVX Corporation","CAPACITOR 2F 0% +100% 3V T/H","3,221","2.66","0","1","Bulk","SCC","Active","2 F","0%, +100%","3 V","100mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.709"" (18.00mm)","-40°C ~ 65°C"
"https://www.vishay.com/docs/28421/220edlc-enycap.pdf","-","56-MAL222031002E3-ND","MAL222031002E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 35F 2.7V 1000H","0","2.67481","0","750","Box","ENYCAP™ 220 EDLC","Active","35 F","-20%, +50%","2.7 V","14mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.319"" (33.50mm)","-40°C ~ 85°C"
"//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/CPH3225A_CP3225A.pdf","//media.digikey.com/Renders/Seiko%20Instr%20Renders/CPH3225A%201210%20%283225%20Metric%29.jpg","728-1067-2-ND,728-1067-1-ND,728-1067-6-ND","CPH3225A-2K","Seiko Instruments","Seiko Instruments","CAP 11MF 3.3V SURFACE MNT","25,439","2.68","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CPH3225A","Active","11 mF","-","3.3 V","-","-","SMD (SMT) Tabs","Surface Mount","1210 (3225 Metric)","-","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)","-"
"https://www.vishay.com/docs/28449/225edlc-r-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2225XXXXXE3.jpg","56-MAL222551004E3-ND","MAL222551004E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 25F 2.7V 2000H","0","2.6907","0","700","Box","ENYCAP™ 225 EDLC-R","Active","25 F","-20%, +50%","2.7 V","15mOhm @ 1kHz","2000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","0.787"" (20.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28450/230edlc-hv-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2230XXXXXE3.jpg","56-MAL223031003E3-ND","MAL223031003E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 20F 3V 2000H","0","2.69535","0","750","Box","ENYCAP™ 230 EDLC-HV","Active","20 F","-20%, +50%","3 V","22mOhm @ 1kHz","2000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
"//media.digikey.com/pdf/Data%20Sheets/Elna%20America%20Inc/DZNe.pdf","//media.digikey.com/photos/Elna%20America%20Photos/DZN-2R5D335T.JPG","604-1043-ND","DZN-2R5D335T","Elna America","Elna America","CAP 3.3F -20% +80% 2.5V T/H","0","2.71693","0","400","Bulk","DZN","Active","3.3 F","-20%, +80%","2.5 V","40mOhm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.984"" (25.00mm)","-25°C ~ 70°C"
"http://datasheets.avx.com/AVX-SCC.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCC-SHRK-WRP.jpg","478-10013-ND","SCCS20B505PRB","AVX Corporation","AVX Corporation","CAP 5F 0% +100% 2.7V T/H","905","2.73","0","1","Bulk","SCC","Active","5 F","0%, +100%","2.7 V","70mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.217"" (5.50mm)","0.394"" Dia (10.00mm)","0.866"" (22.00mm)","-40°C ~ 65°C"
"https://www.vishay.com/docs/28421/220edlc-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2220XXXXXE3.jpg","56-MAL222051017E3-ND","MAL222051017E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 22F 2.7V 1000H","0","2.73723","0","1000","Box","ENYCAP™ 220 EDLC","Active","22 F","-20%, +50%","2.7 V","11mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.575"" (40.00mm)","-40°C ~ 85°C"
"https://api.kemet.com/component-edge/download/datasheet/FG0H103ZF.pdf","//media.digikey.com/Photos/Kemet%20Photos/FG0H103ZF.jpg","399-18541-ND","FG0H103ZF","KEMET","KEMET","CAP 10MF -20% +80% 5.5V T/H","1,823","2.74","0","1","Bulk","FG","Active","10 mF","-20%, +80%","5.5 V","300Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.433"" Dia (11.00mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dx_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DX-5R5V334U.JPG","604-1030-ND","DX-5R5V104U","Elna America","Elna America","CAP 100MF -20% +80% 5.5V T/H","497","2.74","0","1","Bulk","DX","Active","100 mF","-20%, +80%","5.5 V","75Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.453"" Dia (11.50mm)","0.532"" (13.50mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dx_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DX-5R5V334U.JPG","604-1032-ND","DX-5R5V334U","Elna America","Elna America","CAP 330MF -20% +80% 5.5V T/H","2,520","2.74","0","1","Bulk","DX","Active","330 mF","-20%, +80%","5.5 V","75Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.453"" Dia (11.50mm)","0.532"" (13.50mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dx_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DX-5R5V334U.JPG","604-1029-ND","DX-5R5V473U","Elna America","Elna America","CAP 47MF -20% +80% 5.5V T/H","1,571","2.74","0","1","Bulk","DX","Active","47 mF","-20%, +80%","5.5 V","120Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.453"" Dia (11.50mm)","0.532"" (13.50mm)","-25°C ~ 70°C"
"https://www.vishay.com/docs/28455/235edlc-hvr-enycap.pdf","//media.digikey.com/Photos/Vishay BC Photos/MFG_ENYCAP-235-EDLC-HVR-Series.jpg","56-MAL223551003E3-ND","MAL223551003E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 20F 3V 2000H","0","2.75325","0","750","Box","ENYCAP™ 235 EDLC-HVR","Active","20 F","-20%, +50%","3 V","22mOhm @ 1kHz","2000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","0.866"" (22.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28421/220edlc-enycap.pdf","//media.digikey.com/Photos/Vishay%20Beyschlag%20Photos/MFG_MAL2220XXXXXE3.jpg","56-MAL222051007E3-ND","MAL222051007E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 30F 2.7V 1000H","0","2.75374","0","500","Box","ENYCAP™ 220 EDLC","Active","30 F","-20%, +50%","2.7 V","13mOhm @ 1kHz","1000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.063"" (27.00mm)","-40°C ~ 85°C"
"https://www.vishay.com/docs/28449/225edlc-r-enycap.pdf","//media.digikey.com/Photos/Vishay BC Photos/MFG_ENYCAP-225-EDLC-R-Series.jpg","56-MAL222531002E3-ND","MAL222531002E3","Vishay Beyschlag/Draloric/BC Components","Vishay Beyschlag/Draloric/BC Components","CAP ALUM 35F 2.7V 2000H","0","2.75456","0","750","Box","ENYCAP™ 225 EDLC-R","Active","35 F","-20%, +50%","2.7 V","14mOhm @ 1kHz","2000 Hrs @ 85°C","PC Pins","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.319"" (33.50mm)","-40°C ~ 85°C"
"http://datasheets.avx.com/AVX-SCC-3.0V.pdf","//media.digikey.com/Photos/AVX%20Photos/MFG_AVX_SCC-SHRK-WRP.jpg","478-11281-ND","SCCR12E105PRB","AVX Corporation","AVX Corporation","CAPACITOR 1F 0% +100% 3V T/H","4,174","2.76","0","1","Bulk","SCC","Active","1 F","0%, +100%","3 V","180mOhm @ 1kHz","1000 Hrs @ 60°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.551"" (14.00mm)","-40°C ~ 65°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dvn_e.pdf","//media.digikey.com/Photos/Elna%20America%20Photos/DVN%20SERIES.JPG","604-1164-2-ND,604-1164-1-ND,604-1164-6-ND","DVN-5R5D104T-R5","Elna America","Elna America","CAP 100MF -20% +80% 5.5V SMD","420","2.76","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","DVN","Active","100 mF","-20%, +80%","5.5 V","30Ohm","1000 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.492"" Dia (12.50mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
